pseudonymous_id,as_of_date,split,label,welfare_concern_30d,risk_tier,calibrated_score,probability_score,avg_duty_hours_4wk,consecutive_night_shifts,days_since_last_leave,deployment_duration_days,transfers_last_12mo,training_load_4wk,wellness_score_trend,sleep_score_trend,sudden_wellness_drop,total_duty_hours_4wk,duty_irregularity_index,workload_trend_4wk,leave_utilization_rate,active_deployment_hardship,stress_self_rating_trend,latest_mood_score,latest_sleep_quality,latest_stress_self_rating,help_requested_recent,self_report_recency_days,service_number,rank
5e36a977-0648-4d11-a959-05b1cf4a3414,2026-01-21,train,0,False,moderate,53,0.2137,8.69,0,365.0,0,0,14.5,-0.5,0.5,0,139.0,0.95,0.0,0.0,0,1.0,3.0,3.0,5.0,0,0.0,SN-100019,WO1
64f05c24-9d94-4d30-b122-d3dc7b06d08c,2026-01-21,train,0,False,low,37,0.0949,9.05,0,365.0,0,0,10.6,0.0,-0.0,0,153.9,1.92,0.0,0.0,0,0.0,3.0,4.0,3.0,0,3.0,SN-100027,Capt
6a0afa9d-a509-4d89-97d6-03729267f700,2026-01-21,train,0,False,low,26,0.045,8.82,1,365.0,0,0,4.2,-0.5,0.5,1,132.3,1.63,0.0,0.0,0,0.5,3.0,4.0,3.0,0,1.0,SN-100016,Capt
70641daa-5086-4b41-a8cb-157cf104dd4a,2026-01-21,train,0,False,low,32,0.0696,10.07,0,365.0,0,0,9.5,0.0,-0.5,0,161.2,2.34,0.0,0.0,0,-0.0,3.0,3.0,4.0,0,1.0,SN-100038,WO2
70951eb3-027c-4216-abb2-4e4b5e030d7c,2026-01-21,train,0,False,low,28,0.0527,9.36,0,365.0,0,0,10.5,0.5,-0.0,0,159.1,1.79,0.0,0.0,0,0.5,5.0,4.0,4.0,0,0.0,SN-100014,Lt
72e0f47d-0ed0-409a-9bbb-0564203ceda6,2026-01-21,train,0,False,low,34,0.0768,8.91,0,365.0,0,0,17.1,0.5,1.0,0,151.5,1.3,0.0,0.0,0,-0.5,3.0,5.0,3.0,0,3.0,SN-100002,Maj
738d5915-4233-4d01-a945-cbeabf75cd21,2026-01-21,train,0,False,moderate,55,0.238,10.57,0,365.0,0,0,18.7,0.5,1.0,0,200.8,2.83,0.0,0.0,0,-0.0,4.0,5.0,4.0,0,1.0,SN-100012,Pte
77437ffd-ca89-452c-8b2a-72e6b2edd2f8,2026-01-21,train,0,False,low,34,0.0758,9.37,1,365.0,0,0,14.9,0.5,-0.0,0,168.6,1.57,0.0,0.0,0,-0.5,4.0,4.0,3.0,0,2.0,SN-100041,Capt
776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-01-21,train,0,False,low,12,0.0184,10.8,0,365.0,0,0,14.0,1.0,0.0,0,172.8,2.27,0.0,0.0,0,-0.5,5.0,5.0,2.0,0,2.0,SN-100013,Maj
7add9c6d-c8f7-414b-a5f2-959e72f6c1e5,2026-01-21,train,0,False,moderate,59,0.2864,8.56,0,365.0,0,0,19.0,-0.0,0.0,0,137.0,0.66,0.0,0.0,0,-0.5,4.0,3.0,4.0,0,1.0,SN-100043,Lt
814bcd5d-6c43-4c9e-be13-506c8e025f59,2026-01-21,train,0,False,low,36,0.0874,9.79,0,365.0,0,0,6.7,0.5,0.5,0,156.6,2.19,0.0,0.0,0,-1.0,4.0,4.0,4.0,0,1.0,SN-100024,Cpl
82a6e6d7-17fd-44a6-abbf-aeafb4449710,2026-01-21,train,0,False,low,47,0.1693,9.94,1,365.0,0,0,21.6,-0.0,0.0,0,188.9,2.49,0.0,0.0,0,0.0,4.0,3.0,4.0,0,1.0,SN-100028,Pte
86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-01-21,train,0,False,low,25,0.0423,9.03,0,365.0,0,0,10.5,-1.0,-1.0,1,144.5,1.72,0.0,0.0,0,-0.5,2.0,3.0,3.0,0,0.0,SN-100007,WO2
8959e852-9786-4c00-888c-84ec0d572e4b,2026-01-21,train,0,False,moderate,72,0.4735,9.65,0,365.0,0,0,12.0,0.0,0.0,0,193.1,2.23,0.0,0.0,0,-1.5,3.0,2.0,4.0,0,1.0,SN-100047,Cpl
999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-21,train,0,False,low,22,0.0345,9.25,0,365.0,0,0,20.4,0.5,0.0,0,184.9,1.78,0.0,0.0,0,-0.0,5.0,5.0,2.0,0,1.0,SN-100004,Maj
9f2888f9-c444-4ed7-8d3c-4f754ac00b01,2026-01-21,train,0,False,low,38,0.0983,8.94,0,365.0,0,0,5.2,0.5,0.5,0,161.0,1.14,0.0,0.0,0,1.0,4.0,4.0,4.0,0,3.0,SN-100036,Pte
a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-01-21,train,0,False,low,46,0.1598,9.35,0,365.0,0,0,29.2,-0.5,0.0,0,158.9,2.01,0.0,0.0,0,-0.5,3.0,3.0,4.0,1,0.0,SN-100011,WO2
a789808b-9d6e-4182-8b54-ba7064f7ac61,2026-01-21,train,0,False,low,40,0.1104,8.99,0,365.0,0,0,18.3,-1.0,0.5,0,161.8,1.86,0.0,0.0,0,0.5,3.0,3.0,4.0,0,2.0,SN-100001,WO2
b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-01-21,train,0,False,low,20,0.0314,8.8,0,365.0,0,0,5.2,-0.5,0.5,0,158.4,1.37,0.0,0.0,0,-0.5,3.0,5.0,3.0,0,1.0,SN-100009,Capt
b760a549-d885-482f-bec0-6635165190d9,2026-01-21,train,0,False,low,28,0.0528,9.31,0,365.0,0,0,15.9,0.0,1.0,0,176.9,1.56,0.0,0.0,0,-0.5,5.0,5.0,3.0,0,0.0,SN-100048,Cpl
b77fed40-a71b-4bd4-a0e8-a1e0a9fb64f8,2026-01-21,train,0,False,low,44,0.1379,9.83,0,365.0,0,0,25.2,-0.5,0.0,0,147.4,2.87,0.0,0.0,0,-1.0,2.0,3.0,4.0,0,0.0,SN-100018,SSgt
c39fb669-dddb-460e-bc62-875415402c11,2026-01-21,train,0,False,low,43,0.1364,10.5,0,365.0,0,0,29.5,-0.5,0.5,1,157.5,2.55,0.0,0.0,0,0.5,3.0,3.0,4.0,0,2.0,SN-100032,Lt
d2fe3180-36cd-423d-8a3b-a9008080782e,2026-01-21,train,0,False,low,30,0.0587,10.16,0,365.0,0,0,13.0,-0.5,0.0,0,172.7,2.49,0.0,0.0,0,1.0,3.0,4.0,4.0,0,0.0,SN-100044,SSgt
d6fb430f-d101-4dc7-bd94-a22e3f26658a,2026-01-21,train,0,False,low,44,0.143,9.97,0,365.0,0,0,18.7,-0.0,-0.0,0,179.5,2.43,0.0,0.0,0,0.0,4.0,4.0,4.0,0,2.0,SN-100042,LCpl
dbe21ba4-04ee-4691-bc23-2819ce740b9d,2026-01-21,train,0,False,low,43,0.1306,9.08,1,365.0,0,0,18.6,-0.5,-1.0,0,163.5,1.18,0.0,0.0,0,-0.0,3.0,3.0,4.0,0,2.0,SN-100030,Capt
dd50c927-6b25-4050-8d45-09d30fe5e2f2,2026-01-21,train,0,False,low,34,0.0793,9.28,1,365.0,0,0,18.0,0.5,-0.0,0,157.7,1.43,0.0,0.0,0,-1.5,4.0,4.0,1.0,0,0.0,SN-100025,Pte
e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-01-21,train,0,False,low,12,0.0186,9.05,1,365.0,0,0,14.5,-0.5,-1.0,0,144.8,1.72,0.0,0.0,0,0.0,3.0,3.0,3.0,0,0.0,SN-100010,LCpl
e8d45d93-84e1-47f1-be6e-3c5a89051023,2026-01-21,train,0,False,low,28,0.0518,9.28,1,365.0,0,0,10.2,-0.5,-0.0,0,167.1,1.35,0.0,0.0,0,0.0,4.0,4.0,3.0,0,1.0,SN-100045,LCpl
eb8f4698-d0ac-481a-9824-3996cd99e595,2026-01-21,train,0,False,low,41,0.1175,9.1,0,365.0,0,0,14.6,0.5,-0.0,0,136.5,1.21,0.0,0.0,0,-0.5,4.0,4.0,4.0,0,1.0,SN-100035,WO1
ee2aa31c-3546-4f76-a06c-68900beffd68,2026-01-21,train,0,False,low,44,0.1401,9.77,0,365.0,0,0,17.8,-0.5,0.5,0,166.1,1.67,0.0,0.0,0,0.0,3.0,5.0,6.0,0,1.0,SN-100033,Sgt
f8e47fda-cd0f-409d-b8f7-0cccc826bee5,2026-01-21,train,0,False,low,35,0.08,8.94,0,365.0,0,0,17.5,-0.5,-0.5,0,151.9,1.79,0.0,0.0,0,0.0,3.0,2.0,5.0,0,1.0,SN-100050,WO2
fa0fbe22-6606-4f1b-8b64-eb7c47e1f1da,2026-01-21,train,0,False,low,32,0.068,8.84,0,365.0,0,0,6.1,0.5,-0.0,0,141.5,0.93,0.0,0.0,0,-1.5,5.0,4.0,2.0,0,2.0,SN-100049,LCpl
fbad27f5-5c0f-4828-8e5b-d93830474787,2026-01-21,train,0,False,low,15,0.0227,8.95,0,365.0,0,0,15.2,0.0,-0.0,0,170.0,0.97,0.0,0.0,0,1.0,4.0,4.0,4.0,0,1.0,SN-100037,Cpl
fe24136f-9985-4b90-899d-73513a5de4a9,2026-01-21,train,0,False,low,43,0.1356,9.89,1,365.0,0,0,12.1,-0.5,-0.0,0,158.2,2.16,0.0,0.0,0,0.5,3.0,4.0,5.0,0,3.0,SN-100040,Cpl
ffdd5e3c-2213-45d8-92a2-b1ab959c2633,2026-01-21,train,0,False,moderate,62,0.3245,9.56,2,365.0,0,0,25.8,0.5,0.0,0,152.9,2.38,0.0,0.0,0,0.5,5.0,3.0,4.0,0,2.0,SN-100020,Capt
070ad95e-29db-45b2-979a-1b845c3baba2,2026-02-14,train,0,False,low,29,0.0572,9.5,0,365.0,0,0,10.4,-0.5,-0.5,0,227.9,2.17,0.8913,0.0,0,-0.5,4.0,4.0,3.0,0,4.0,SN-100039,Pte
1338d9f8-e125-460c-a7b7-b13d6ebe7b67,2026-02-14,train,0,False,low,38,0.1006,8.98,0,365.0,0,0,21.8,-0.5,-0.0,0,206.6,1.52,0.7887,0.0,0,1.5,3.0,4.0,6.0,0,1.0,SN-100046,Cpl
16feb681-c445-4288-b994-d95d814f7b25,2026-02-14,train,0,False,moderate,59,0.2829,9.72,0,365.0,0,0,18.9,-0.5,0.0,0,213.9,2.05,0.7348,0.0,0,0.0,4.0,3.0,4.0,1,1.0,SN-100031,Capt
1ccca2ef-bafe-4608-8c90-ca915483641f,2026-02-14,train,0,False,low,23,0.0372,8.78,1,365.0,0,0,29.5,-1.0,-0.0,1,193.2,1.41,0.4737,0.0,0,0.5,3.0,4.0,2.0,0,1.0,SN-100022,WO2
1fcad298-5dca-4a2a-844e-5ef6a36cd8eb,2026-02-14,train,1,True,high,88,0.9503,9.65,0,365.0,0,0,28.6,1.0,-0.0,0,193.0,1.99,0.2476,0.0,0,0.5,4.0,4.0,6.0,1,1.0,SN-100015,SSgt
20d8aaf0-5b95-4804-8c75-9a93518ca3ec,2026-02-14,train,1,True,high,85,0.9045,9.51,1,365.0,0,0,19.0,-0.0,-0.0,0,209.2,1.57,0.6485,0.0,0,-2.0,2.0,2.0,4.0,1,0.0,SN-100034,Maj
2a3662bb-3e9c-4059-96ed-a6fc60917de7,2026-02-14,train,0,False,low,30,0.0585,8.89,0,365.0,0,0,20.4,0.5,0.5,0,195.6,1.58,0.3631,0.0,0,-1.5,4.0,4.0,2.0,0,2.0,SN-100017,Pte
2d66e083-3c9f-46b2-bba4-c90b6e25ff69,2026-02-14,train,0,False,moderate,51,0.2007,9.69,0,11.0,14,0,17.9,0.0,-0.5,0,164.8,2.25,0.1746,0.3,3,-0.5,3.0,2.0,5.0,0,1.0,SN-100029,WO1
4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-14,train,0,False,low,45,0.1524,9.19,2,365.0,0,0,13.5,-0.5,-0.5,0,193.0,1.39,0.603,0.0,0,-0.0,4.0,4.0,4.0,0,4.0,SN-100005,Pte
45ad8569-ef44-4e61-939f-51d9e4a14686,2026-02-14,train,0,False,moderate,51,0.1975,9.71,2,365.0,26,0,9.0,1.0,-0.5,0,262.3,1.97,1.1308,0.0,1,-0.5,5.0,2.0,4.0,0,0.0,SN-100003,WO1
496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-14,train,0,False,low,29,0.0554,9.35,1,365.0,0,0,42.6,0.0,0.5,0,205.8,2.04,0.6256,0.0,0,0.5,3.0,4.0,4.0,0,1.0,SN-100006,Lt
4ab96b1e-eca6-4582-a326-96eaae1536b8,2026-02-14,train,0,False,moderate,68,0.4133,9.35,0,365.0,0,0,16.9,-1.0,0.0,0,224.3,2.11,0.877,0.0,0,0.0,3.0,4.0,4.0,0,1.0,SN-100026,Sgt
4d35925f-dc08-4701-9635-b21566f083c8,2026-02-14,train,0,False,low,49,0.189,10.62,0,9.0,0,0,25.1,-0.5,0.5,0,138.0,2.82,-0.1549,0.333,0,0.0,4.0,4.0,3.0,0,4.0,SN-100021,WO1
4d50a6b5-8fdd-4d91-add7-70f9fca5875e,2026-02-14,train,0,False,low,38,0.1015,9.64,0,7.0,0,0,16.5,0.5,-0.5,0,125.3,1.86,0.0187,0.333,0,0.0,4.0,3.0,5.0,1,4.0,SN-100023,SSgt
5afd666b-497f-46ed-b98f-7d4ca698ae5e,2026-02-14,train,0,False,low,23,0.0374,9.47,0,365.0,0,0,19.7,-0.0,-0.5,0,208.3,1.82,0.7988,0.0,0,-1.0,4.0,4.0,3.0,0,3.0,SN-100008,LCpl
5e36a977-0648-4d11-a959-05b1cf4a3414,2026-02-14,train,0,False,moderate,59,0.2832,9.24,0,365.0,0,0,3.1,0.5,-0.5,0,203.3,2.23,0.9362,0.0,0,0.5,4.0,2.0,6.0,0,2.0,SN-100019,WO1
64f05c24-9d94-4d30-b122-d3dc7b06d08c,2026-02-14,train,0,False,low,40,0.1135,9.38,0,365.0,0,0,19.5,0.5,1.0,0,215.7,2.33,0.6605,0.0,0,-0.5,4.0,4.0,4.0,0,0.0,SN-100027,Capt
6a0afa9d-a509-4d89-97d6-03729267f700,2026-02-14,train,0,False,low,30,0.0613,8.98,0,365.0,0,1,31.4,-0.5,-1.0,0,206.5,1.38,0.9611,0.0,0,0.0,3.0,2.0,2.0,0,0.0,SN-100016,Capt
70641daa-5086-4b41-a8cb-157cf104dd4a,2026-02-14,train,0,False,low,34,0.0762,8.95,0,365.0,0,0,18.0,-0.5,0.0,0,197.0,1.62,0.4359,0.0,0,-1.0,3.0,5.0,3.0,0,0.0,SN-100038,WO2
70951eb3-027c-4216-abb2-4e4b5e030d7c,2026-02-14,train,0,False,low,34,0.0791,8.57,0,365.0,0,0,20.9,-0.0,0.0,0,180.0,0.83,0.3524,0.0,0,-0.5,4.0,3.0,4.0,0,2.0,SN-100014,Lt
72e0f47d-0ed0-409a-9bbb-0564203ceda6,2026-02-14,train,0,False,moderate,50,0.1897,9.39,1,365.0,0,0,19.7,0.5,0.5,0,225.3,1.93,0.7952,0.0,1,-0.5,5.0,4.0,2.0,0,1.0,SN-100002,Maj
738d5915-4233-4d01-a945-cbeabf75cd21,2026-02-14,train,0,False,low,43,0.1305,9.63,1,365.0,0,0,28.9,0.0,-1.0,1,240.7,2.31,0.5091,0.0,0,1.0,3.0,3.0,4.0,0,3.0,SN-100012,Pte
77437ffd-ca89-452c-8b2a-72e6b2edd2f8,2026-02-14,train,0,False,low,31,0.0642,9.14,0,365.0,0,0,19.7,-0.5,-0.5,0,201.1,1.97,0.4996,0.0,0,-0.0,3.0,3.0,4.0,0,1.0,SN-100041,Capt
776de020-0fd7-491a-8f35-c0dc5f24cc27,2026-02-14,train,0,False,low,6,0.0125,9.5,0,365.0,0,1,23.0,0.5,0.5,0,199.5,2.08,0.5125,0.0,0,-0.5,5.0,5.0,3.0,0,1.0,SN-100013,Maj
7add9c6d-c8f7-414b-a5f2-959e72f6c1e5,2026-02-14,train,0,False,moderate,52,0.2054,9.11,0,0.0,0,0,44.4,-0.5,0.5,0,154.9,1.95,0.3769,0.267,0,0.0,3.0,3.0,5.0,0,1.0,SN-100043,Lt
814bcd5d-6c43-4c9e-be13-506c8e025f59,2026-02-14,train,0,False,low,42,0.1232,9.41,0,0.0,0,0,20.2,-0.5,-0.5,1,141.2,2.24,0.1405,0.333,0,-0.0,3.0,3.0,4.0,0,1.0,SN-100024,Cpl
82a6e6d7-17fd-44a6-abbf-aeafb4449710,2026-02-14,train,0,False,moderate,59,0.2816,9.65,0,365.0,0,0,26.2,1.0,-0.5,0,222.0,2.27,0.5857,0.0,0,0.5,4.0,2.0,4.0,0,0.0,SN-100028,Pte
86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-02-14,train,0,False,low,15,0.0228,8.82,0,365.0,0,0,7.1,0.0,0.5,0,211.6,1.55,0.8009,0.0,0,-1.0,4.0,5.0,2.0,0,1.0,SN-100007,WO2
8959e852-9786-4c00-888c-84ec0d572e4b,2026-02-14,train,0,False,moderate,56,0.2499,9.84,0,365.0,0,0,31.4,0.0,0.0,0,226.4,2.46,0.4616,0.0,0,-0.5,3.0,3.0,2.0,1,2.0,SN-100047,Cpl
999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-14,train,0,False,low,23,0.0368,9.36,0,365.0,0,0,19.2,-0.5,0.5,0,243.3,1.99,0.6123,0.0,0,0.5,4.0,4.0,3.0,0,4.0,SN-100004,Maj
9f2888f9-c444-4ed7-8d3c-4f754ac00b01,2026-02-14,train,0,False,low,38,0.1003,9.02,1,365.0,0,0,17.8,0.5,0.5,0,207.5,1.16,0.5543,0.0,0,0.0,4.0,4.0,3.0,0,4.0,SN-100036,Pte
a2a12189-ff88-4e74-b0fa-debe93d6b1be,2026-02-14,train,0,False,moderate,57,0.2581,9.38,0,365.0,0,0,24.1,0.5,-0.0,0,187.6,2.04,0.3907,0.0,0,-0.5,4.0,4.0,5.0,0,3.0,SN-100011,WO2
a789808b-9d6e-4182-8b54-ba7064f7ac61,2026-02-14,train,0,False,low,32,0.0676,9.03,1,365.0,0,0,24.6,-0.5,-0.0,0,207.6,1.95,0.5065,0.0,0,0.5,3.0,4.0,5.0,0,4.0,SN-100001,WO2
b3c25dee-163d-4b92-b954-bfbe12e5e16f,2026-02-14,train,0,False,low,31,0.0649,8.59,0,365.0,0,0,15.8,-0.5,0.5,0,206.1,1.3,0.545,0.0,0,1.5,4.0,5.0,5.0,0,1.0,SN-100009,Capt
b760a549-d885-482f-bec0-6635165190d9,2026-02-14,train,0,False,moderate,50,0.1893,9.29,1,365.0,0,0,24.4,0.5,0.0,0,213.7,1.55,0.506,0.0,0,0.0,5.0,3.0,2.0,0,1.0,SN-100048,Cpl
b77fed40-a71b-4bd4-a0e8-a1e0a9fb64f8,2026-02-14,train,0,False,low,35,0.0825,9.64,0,365.0,0,0,29.1,0.5,-0.5,0,192.9,2.01,0.6658,0.0,0,0.0,4.0,3.0,5.0,0,2.0,SN-100018,SSgt
c39fb669-dddb-460e-bc62-875415402c11,2026-02-14,train,0,False,low,38,0.1,10.45,0,365.0,0,0,32.0,-0.5,1.0,0,240.3,2.74,0.8556,0.0,0,0.5,3.0,4.0,4.0,0,4.0,SN-100032,Lt
d2fe3180-36cd-423d-8a3b-a9008080782e,2026-02-14,train,0,False,low,33,0.0717,9.18,0,365.0,0,0,16.2,0.5,0.5,0,229.6,2.03,0.6203,0.0,0,0.0,5.0,4.0,3.0,0,1.0,SN-100044,SSgt
d6fb430f-d101-4dc7-bd94-a22e3f26658a,2026-02-14,train,0,False,low,35,0.0838,9.57,0,365.0,0,0,22.6,0.5,-0.0,0,229.7,2.4,0.7027,0.0,0,-0.0,4.0,4.0,4.0,0,1.0,SN-100042,LCpl
dbe21ba4-04ee-4691-bc23-2819ce740b9d,2026-02-14,train,0,False,moderate,61,0.3145,9.04,0,365.0,0,0,10.6,-0.5,-0.5,0,208.0,1.04,0.6508,0.0,0,-0.0,3.0,3.0,4.0,0,1.0,SN-100030,Capt
dd50c927-6b25-4050-8d45-09d30fe5e2f2,2026-02-14,train,0,False,low,34,0.0774,9.76,1,365.0,0,0,11.1,-0.0,-1.0,0,244.0,1.8,1.03,0.0,0,-0.5,4.0,2.0,3.0,0,2.0,SN-100025,Pte
e3781c20-9024-4d35-93d0-ea9a3e3ea717,2026-02-14,train,0,False,low,0,0.0081,9.02,1,365.0,0,0,11.5,0.0,1.0,0,198.5,1.15,0.6779,0.0,0,-0.0,4.0,5.0,2.0,0,2.0,SN-100010,LCpl
e8d45d93-84e1-47f1-be6e-3c5a89051023,2026-02-14,train,0,False,low,14,0.021,8.87,0,365.0,0,1,11.7,1.5,-0.0,0,230.5,1.18,0.7515,0.0,0,-1.0,5.0,4.0,2.0,0,0.0,SN-100045,LCpl
eb8f4698-d0ac-481a-9824-3996cd99e595,2026-02-14,train,0,False,low,38,0.0995,9.61,0,365.0,0,0,11.9,0.5,0.0,0,221.0,1.76,1.0,0.0,0,-1.0,4.0,4.0,5.0,0,3.0,SN-100035,WO1
ee2aa31c-3546-4f76-a06c-68900beffd68,2026-02-14,train,0,False,low,43,0.1374,9.43,1,365.0,0,0,19.7,-0.5,-0.5,0,216.8,2.24,0.6924,0.0,0,0.5,4.0,2.0,5.0,0,1.0,SN-100033,Sgt
f8e47fda-cd0f-409d-b8f7-0cccc826bee5,2026-02-14,train,0,False,low,39,0.1034,9.63,0,365.0,0,0,32.1,0.0,0.5,0,202.2,2.33,0.5934,0.0,0,-0.5,3.0,4.0,3.0,0,2.0,SN-100050,WO2
fa0fbe22-6606-4f1b-8b64-eb7c47e1f1da,2026-02-14,train,0,False,low,34,0.0751,9.04,0,365.0,0,0,25.4,0.0,0.5,1,189.8,1.45,0.6433,0.0,0,0.0,3.0,4.0,3.0,1,0.0,SN-100049,LCpl
fbad27f5-5c0f-4828-8e5b-d93830474787,2026-02-14,train,0,False,low,30,0.0606,8.89,0,365.0,0,0,24.4,0.5,-0.0,0,222.2,1.57,0.6582,0.0,0,-0.0,5.0,4.0,2.0,0,0.0,SN-100037,Cpl
fe24136f-9985-4b90-899d-73513a5de4a9,2026-02-14,train,0,False,low,44,0.1445,10.07,0,365.0,0,0,16.6,-0.5,0.5,0,231.7,2.42,0.8073,0.0,0,-0.0,3.0,4.0,4.0,0,2.0,SN-100040,Cpl
ffdd5e3c-2213-45d8-92a2-b1ab959c2633,2026-02-14,train,0,False,moderate,51,0.1947,9.52,0,365.0,0,0,13.4,0.5,0.0,0,228.4,1.73,0.8287,0.0,0,-0.0,3.0,3.0,4.0,0,1.0,SN-100020,Capt
070ad95e-29db-45b2-979a-1b845c3baba2,2026-03-10,train,0,False,moderate,53,0.214,9.04,0,365.0,0,1,13.7,-0.5,-1.0,0,207.9,1.56,-0.0776,0.0,0,0.5,3.0,3.0,4.0,0,1.0,SN-100039,Pte
1338d9f8-e125-460c-a7b7-b13d6ebe7b67,2026-03-10,train,0,False,moderate,57,0.2637,8.85,0,365.0,0,0,10.0,-0.5,-1.5,0,203.5,1.19,0.017,0.0,0,0.5,3.0,2.0,3.0,0,2.0,SN-100046,Cpl
16feb681-c445-4288-b994-d95d814f7b25,2026-03-10,train,0,False,low,46,0.1566,9.59,0,0.0,0,0,18.0,0.5,0.0,0,182.2,1.85,-0.1207,0.1,0,0.5,3.0,3.0,6.0,0,4.0,SN-100031,Capt
1ccca2ef-bafe-4608-8c90-ca915483641f,2026-03-10,train,0,False,low,18,0.0266,9.57,0,365.0,0,0,31.4,0.5,-0.0,0,239.3,2.14,0.2483,0.0,0,0.5,5.0,4.0,2.0,0,1.0,SN-100022,WO2
