id,pseudonymous_id,training_date,hours_committed
7ce61ec0-b022-40b3-aeb2-3ce426bc3ac8,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-05,3.6
58088910-ca9d-4bd2-bf6a-c2eff4822571,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-06,5.4
8235ef48-766f-4034-9dd6-9ff994b343cd,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-13,2.9
85930452-98ae-492a-b3e6-a8202eb18aed,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-20,5.9
1aa0536f-0c09-4c6b-b7c3-63259c666b68,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-26,4.4
f112a97e-eb61-4640-bcf7-b55d45c5a4aa,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-03-31,3.5
f9ee5e8c-f051-472f-8862-e9215a308315,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-01,3.5
0a65a2af-c0ff-4ca2-85a8-9c33c078ae72,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-03,3.8
232af6be-93ee-4234-930e-b1b57f8cc72e,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-09,3.4
31eb971d-7d59-4d51-9d14-10f137444961,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-10,4.6
da6b5ab5-08b0-4dd5-9df9-111b778f8d57,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-14,3.2
631795be-9d4f-4827-8d25-8724fc55b87c,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-16,4.1
12d0e91e-d252-4855-9df7-f6c8caf71d8a,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-21,6.3
a222751e-7aca-4366-af00-cc0fb1a363f0,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-22,4.1
d6321555-699a-4791-91c9-c6b27eec8b6d,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-04-24,4.1
5d362ac3-568d-453d-8801-e2c2f59203b2,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-05-06,3.5
418ad1b1-f374-431b-ba60-b64c4a0e84cd,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-05-08,4.7
0a151bd1-2d57-4c0b-a597-114a83e3d209,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-05-11,4.6
251f9a85-e93c-4015-bf11-96208b895f58,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-01,5.8
ed58b250-72bd-4faf-a53b-74aef8224502,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-03,4.5
0bdbcad6-56d3-4a96-bd7e-0145cb1e042a,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-04,3.6
d4eb1732-63af-4c43-ac02-bfe54429338c,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-08,6.6
1fba952e-26e7-4595-a84f-e7ea9dd43d85,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-09,3.4
d59f524b-3868-4f13-a0f8-4f6f4463dda0,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-12,4.1
459ecc06-beea-4e3e-89e0-aa0bc6b16ea1,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-15,2.9
8b4db260-72b1-4dd5-8a0c-0a58e2ce371a,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-22,2.5
aa93d20c-85eb-423a-8b5d-ef11578bc412,45ad8569-ef44-4e61-939f-51d9e4a14686,2026-06-26,4.5
f500a57f-19f7-42e5-86e1-1c87275737fd,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-02,3.8
3ed2f642-c817-4f19-9fd6-37765ad6ea83,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-07,3.9
eed27a90-f217-4c52-a59c-12e8ae5a49c6,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-09,3.5
f0e9d76d-84bb-480d-bed1-f184b8f8d5a5,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-13,4.6
28600bf0-066b-4762-a081-c338b5c13432,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-15,4.6
306fd46e-85f0-4682-8e39-12387c79561a,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-28,3.6
b14d210d-2f21-4235-a360-07020b7f96c5,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-01-29,1.5
c7fe5187-3c1a-478a-a7f7-0a288262400e,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-02,2.9
d295402d-a94a-44ba-8481-257ebedef1d3,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-03,4.3
d8683d0f-407d-4fe5-8ca3-5a10179a075a,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-12,4.0
4104af86-4c5e-4d97-93e0-2ba07e49fc42,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-13,2.9
20ca2d80-e8e4-4e27-a1fe-8f38f2dd83d1,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-16,4.0
0fb6dbb7-bda1-4f21-91c0-95b90d97cb08,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-24,1.9
3c8422bc-a1f6-4f99-96ba-f4f0c90d8128,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-25,4.9
c750291d-c2d7-44f5-b7d6-da30c5ef94f5,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-02-26,4.3
12022716-4c5e-4db6-82a1-868b29c5009f,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-03,5.4
66701f07-ad70-40f1-9ef3-831eb1a510a2,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-04,4.3
b399fa1c-1d97-45d5-8089-c0fb51b72a4c,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-06,4.6
430e4d97-31bf-44ab-acbd-abf14a142cff,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-12,2.1
3838006b-1e58-4484-bdb2-0284ea356d36,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-19,3.8
049930e9-cbdc-4ef0-b4b3-261c1e081bfe,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-30,3.7
f1116362-97a2-467c-b293-fe23d10feb18,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-03-31,5.3
ff1f1200-f4b8-41d4-b252-1fc7b983c07b,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-04-06,2.3
81b62683-6b40-43df-880a-0f42b26581e0,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-04-14,3.8
5c115464-9fc3-4aef-a36c-876db1981ab1,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-04-30,4.3
d49bdea7-bbb6-4bc6-85d4-a1c8361e1eb6,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-01,2.8
9aa3b9db-911a-4192-860f-f302ce3b4c27,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-07,1.5
10f2894c-a43c-444a-bccb-ed3195a39ddc,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-13,4.6
3a90aa3f-bf3b-4c21-b920-a36b6359e10a,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-14,1.6
e7d9ca70-f5be-4275-98ba-7a8fb61f4930,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-19,5.1
efc20c49-1918-43d5-8202-9c7bf37ced59,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-20,3.8
71d65e81-fe58-40d6-ab8d-e8782de6525f,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-21,4.7
67398224-0def-4208-aa5d-c7c312583962,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-25,3.4
b28b8a71-cc53-4e81-bcc2-460fcf0ea887,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-05-27,3.9
b0448f59-4f89-49db-9e4d-cf192b8d423c,999d258f-dc9e-4e2e-be14-d6d118a5404d,2026-06-16,2.4
5e1e88b2-81e2-4572-ad5d-48201705c39f,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-01,4.1
7d23f7e7-af79-4069-baf2-9ecf1e6af21d,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-02,4.0
b75d2b13-a20d-49b7-a2a7-9707eb279322,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-06,5.3
8627ea76-9d63-467e-a5a2-c6955810572c,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-12,5.3
1cfac906-a24a-42ff-bfce-09d6cdc3a76c,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-14,4.4
cc22b7c6-09d5-4e1d-a6f7-0824a8de8838,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-15,3.4
8c0cc499-99cc-49fb-ae81-2685c2f2ccf0,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-01-20,2.6
3ea59ecf-6c9c-484c-bdcf-054ff39c6d2b,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-03,5.7
301e40f5-1986-4ab6-805a-80764ee7a932,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-06,5.2
4d0a88b5-c5a5-4ece-bb3a-b56966707a91,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-23,4.9
a06d4e45-4e24-4f92-89a0-24193fb3a71b,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-24,2.8
a76cc886-db21-41bf-8adb-3c1976015f6b,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-25,3.8
5ec0194f-3c3d-4519-948f-de852f264271,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-02-27,5.3
a7e6f4b4-ed40-4e3c-8aa0-56a9d8586542,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-02,5.2
1822d786-109c-4969-8192-2ac831201fe2,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-11,3.0
44dad44f-09c8-4469-9317-34acaaa123ef,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-17,2.9
47a8378a-210f-426a-9265-520293fd44ec,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-23,4.8
b5726421-6d0f-4604-8367-d632e55a4cb4,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-24,4.3
2c91f31d-0ef3-425a-9fe0-446d5f11004b,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-27,3.0
33a1708b-109e-4497-8b60-6c9f159a8ddf,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-03-31,3.0
2b4a26ec-6fff-4632-8944-22c550403025,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-02,5.1
949767f4-a5c0-4dc1-9e31-086cc5c7a1af,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-03,4.1
11e808a8-a0c0-4d0d-969f-79d95ec194c3,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-07,5.3
d1d0183d-773b-4595-8968-3fcacbd349b6,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-14,3.0
d0c9ba24-846f-4153-977c-bbeb7f9ffb20,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-15,4.8
5d4fd451-4490-43dc-a03d-c0872e72c0b7,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-16,4.2
6df93fa6-c21f-4dcf-9394-4adc12e2b767,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-23,5.4
f3c2ed3d-59c0-4122-9b3f-763b221e3a65,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-04-28,4.1
a1de39ee-de00-4518-b8a0-85fc9ac6220a,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-05-11,5.1
aad67580-2b6b-4764-8071-19f21f26bb52,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-05-13,5.2
9ee8da67-1979-4be6-a66d-94c6e606da49,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-05-18,5.2
f1d35a17-5a99-4d4c-9d27-1fa20e82e119,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-05-26,4.6
ca7e7b28-1e6e-4845-9267-3981cca95390,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-05-28,4.5
b23c7a32-0091-462d-bfcd-d5328ffe9d68,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-04,3.9
5ebf01f9-6fc0-4f75-b414-9f32dec07c10,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-05,6.0
885e8c6a-f102-440b-b52d-45ddb7a8b7ac,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-08,2.1
a16cc272-fcb9-4bb7-bc05-fdfe9ba1c880,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-18,4.0
04283b8f-7c2a-4419-bba3-37854fdefc51,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-25,4.2
2e2971d0-5607-4cf9-9765-661bcb13cd49,4494bc6e-3d0d-425e-8d18-b856f5e83356,2026-06-29,4.5
b48a2dec-b14f-4703-a66b-f8e8d8ffabb4,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-01-02,3.1
d30ca54d-7396-4624-8d36-612cc4f43dc4,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-01-14,2.3
c9f827de-3a54-400c-a779-d538014b50b5,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-01-21,4.5
969ad34c-fc6b-42ba-acfb-c728e9c9124e,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-01-29,5.3
e670ec2b-99d4-4d2e-bd29-e107860264db,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-03,4.0
b8f90796-c2be-45ee-871f-0c049a432536,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-04,4.5
8ca89c09-e255-4cdb-81f0-9507c24303b4,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-06,4.9
ae2b8e67-5487-420f-a2eb-b537b91c0d42,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-09,5.0
a6bc5c1c-7a99-46cc-bed6-6d6c3816826a,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-11,5.2
b0443e2c-dfdd-42fc-b839-26411f9d1c68,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-12,4.2
dafd5590-d851-4226-9067-6fc58942d2e2,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-13,5.0
ad3b0c77-84d0-4c17-ab16-2cc684c6c4b2,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-18,2.3
3a7e327c-9a3a-4ce8-88b4-97b4ac627d84,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-02-19,3.6
54c1e1d2-a144-4159-b15f-9982499218f4,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-03-10,4.2
81c3e19b-23e9-4d27-9439-07882fcd672f,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-03-12,4.4
926db8ca-eac7-48b9-a1b5-4d21dc0ebc7f,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-03-16,1.5
f0329f6f-0a7c-458f-aaac-b1098932f7bc,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-03-26,5.0
57e778b6-2f0c-4737-b7bc-0e58815fd75d,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-04-01,2.0
7350d1e7-c72b-42f7-9096-20aadae94e58,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-04-09,2.7
d812bd76-2df1-4372-be4a-2b427b016177,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-04-17,3.5
89135480-ca39-47f4-97ea-9c7eb10c7c62,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-04-20,2.5
0f3ba966-f923-4447-829f-f23649cc718f,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-05-05,3.0
3fd3915f-f6eb-45be-8cc1-cfc975f3004a,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-05-12,3.6
e37d7523-b90b-4133-93a6-6649313dbd25,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-05-14,5.2
e621c82d-a157-4ef7-8e9c-77f5b517308b,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-05-21,4.9
3e1e829b-2d34-4479-968d-68e1624e4f09,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-05-22,2.4
4ee05710-86ca-4cd2-a3e0-cb08c820d6bc,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-06-04,3.7
12314147-3cfc-42b7-a95f-4cf262fb19a7,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-06-16,4.4
d48ed043-9fa1-4e99-8583-1b8c2263f7bf,496c28eb-4211-4e2e-81d0-a22d9bc59ef8,2026-06-22,4.2
ee96b42e-98a1-4cfc-8d61-b78caa1c64c8,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-01-09,1.5
5adfad5f-83f8-432b-be8e-06cd3728d563,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-01-14,1.9
d73ab34a-007f-4b0f-87ef-8e4799d362b1,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-01-20,7.1
204ed733-139a-42d7-9fa5-fb84c3295171,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-02-24,2.8
d6551190-da20-4a77-be05-c5ec60edc6a2,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-02-26,3.8
67509ea1-8848-4c0e-80e4-1b2f717e94e8,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-03-05,3.2
9230e839-cb29-4e1d-a67b-df5bf5ea1bee,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-03-11,3.2
59491eb0-db1c-4acc-afd6-63907ae145ad,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-03-23,4.0
4342c04c-8631-425c-8ea6-a84e88accb50,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-03-30,4.6
327c5598-dcfa-4817-a3a2-b6c49891e08d,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-14,4.5
004de35d-97af-4a7f-b5d1-72970181a330,86578f0d-5375-4a2a-b754-ef3fee5da4df,2026-04-16,1.5
